date,amount,account_id,previous_amount_1,previous_amount_2,previous_amount_3,previous_amount_4,previous_amount_5,previous_amount_6,previous_amount_7,previous_amount_8,previous_amount_9,previous_amount_10,previous_amount_11,previous_amount_12
2018-05-14,542.8299999999999,13,617.54,57.19,458.17,398.73,579.3000000000001,130.0,95.13,50.0,471.92,478.08000000000004,103.59,153.59
2018-05-21,0.0,13,542.8299999999999,617.54,57.19,458.17,398.73,579.3000000000001,130.0,95.13,50.0,471.92,478.08000000000004,103.59
2018-05-28,11.59,13,0.0,542.8299999999999,617.54,57.19,458.17,398.73,579.3000000000001,130.0,95.13,50.0,471.92,478.08000000000004
2018-06-04,8.4,13,11.59,0.0,542.8299999999999,617.54,57.19,458.17,398.73,579.3000000000001,130.0,95.13,50.0,471.92
2018-06-11,668.67,13,8.4,11.59,0.0,542.8299999999999,617.54,57.19,458.17,398.73,579.3000000000001,130.0,95.13,50.0
2018-06-18,320.13,13,668.67,8.4,11.59,0.0,542.8299999999999,617.54,57.19,458.17,398.73,579.3000000000001,130.0,95.13
2018-06-25,365.64,13,320.13,668.67,8.4,11.59,0.0,542.8299999999999,617.54,57.19,458.17,398.73,579.3000000000001,130.0
2018-07-02,342.97,13,365.64,320.13,668.67,8.4,11.59,0.0,542.8299999999999,617.54,57.19,458.17,398.73,579.3000000000001
2018-07-09,719.6099999999999,13,342.97,365.64,320.13,668.67,8.4,11.59,0.0,542.8299999999999,617.54,57.19,458.17,398.73
2018-07-16,605.1899999999999,13,719.6099999999999,342.97,365.64,320.13,668.67,8.4,11.59,0.0,542.8299999999999,617.54,57.19,458.17
2018-07-23,100.0,13,605.1899999999999,719.6099999999999,342.97,365.64,320.13,668.67,8.4,11.59,0.0,542.8299999999999,617.54,57.19
2018-07-30,747.93,13,100.0,605.1899999999999,719.6099999999999,342.97,365.64,320.13,668.67,8.4,11.59,0.0,542.8299999999999,617.54
2018-08-06,925.74,13,747.93,100.0,605.1899999999999,719.6099999999999,342.97,365.64,320.13,668.67,8.4,11.59,0.0,542.8299999999999
2018-08-13,328.89,13,925.74,747.93,100.0,605.1899999999999,719.6099999999999,342.97,365.64,320.13,668.67,8.4,11.59,0.0
2018-08-20,350.0,13,328.89,925.74,747.93,100.0,605.1899999999999,719.6099999999999,342.97,365.64,320.13,668.67,8.4,11.59
2018-08-27,616.01,13,350.0,328.89,925.74,747.93,100.0,605.1899999999999,719.6099999999999,342.97,365.64,320.13,668.67,8.4
2018-09-03,800.0,13,616.01,350.0,328.89,925.74,747.93,100.0,605.1899999999999,719.6099999999999,342.97,365.64,320.13,668.67
2018-09-10,420.83000000000004,13,800.0,616.01,350.0,328.89,925.74,747.93,100.0,605.1899999999999,719.6099999999999,342.97,365.64,320.13
2018-09-17,500.0,13,420.83000000000004,800.0,616.01,350.0,328.89,925.74,747.93,100.0,605.1899999999999,719.6099999999999,342.97,365.64
2018-09-24,148.85,13,500.0,420.83000000000004,800.0,616.01,350.0,328.89,925.74,747.93,100.0,605.1899999999999,719.6099999999999,342.97
2018-10-01,1404.01,13,148.85,500.0,420.83000000000004,800.0,616.01,350.0,328.89,925.74,747.93,100.0,605.1899999999999,719.6099999999999
2018-10-08,549.99,13,1404.01,148.85,500.0,420.83000000000004,800.0,616.01,350.0,328.89,925.74,747.93,100.0,605.1899999999999
2018-10-15,415.93,13,549.99,1404.01,148.85,500.0,420.83000000000004,800.0,616.01,350.0,328.89,925.74,747.93,100.0
2018-10-22,217.48,13,415.93,549.99,1404.01,148.85,500.0,420.83000000000004,800.0,616.01,350.0,328.89,925.74,747.93
2018-10-29,436.93999999999994,13,217.48,415.93,549.99,1404.01,148.85,500.0,420.83000000000004,800.0,616.01,350.0,328.89,925.74
2018-11-05,467.91999999999996,13,436.93999999999994,217.48,415.93,549.99,1404.01,148.85,500.0,420.83000000000004,800.0,616.01,350.0,328.89
2018-11-12,669.99,13,467.91999999999996,436.93999999999994,217.48,415.93,549.99,1404.01,148.85,500.0,420.83000000000004,800.0,616.01,350.0
2018-11-19,20.0,13,669.99,467.91999999999996,436.93999999999994,217.48,415.93,549.99,1404.01,148.85,500.0,420.83000000000004,800.0,616.01
2018-11-26,412.74999999999994,13,20.0,669.99,467.91999999999996,436.93999999999994,217.48,415.93,549.99,1404.01,148.85,500.0,420.83000000000004,800.0
2018-12-03,331.8,13,412.74999999999994,20.0,669.99,467.91999999999996,436.93999999999994,217.48,415.93,549.99,1404.01,148.85,500.0,420.83000000000004
2018-12-10,294.99,13,331.8,412.74999999999994,20.0,669.99,467.91999999999996,436.93999999999994,217.48,415.93,549.99,1404.01,148.85,500.0
2018-12-17,332.17,13,294.99,331.8,412.74999999999994,20.0,669.99,467.91999999999996,436.93999999999994,217.48,415.93,549.99,1404.01,148.85
2018-12-24,110.0,13,332.17,294.99,331.8,412.74999999999994,20.0,669.99,467.91999999999996,436.93999999999994,217.48,415.93,549.99,1404.01
2018-12-31,1.59,13,110.0,332.17,294.99,331.8,412.74999999999994,20.0,669.99,467.91999999999996,436.93999999999994,217.48,415.93,549.99
2019-01-07,0.0,13,1.59,110.0,332.17,294.99,331.8,412.74999999999994,20.0,669.99,467.91999999999996,436.93999999999994,217.48,415.93
2019-01-14,617.99,13,0.0,1.59,110.0,332.17,294.99,331.8,412.74999999999994,20.0,669.99,467.91999999999996,436.93999999999994,217.48
2019-01-21,0.0,13,617.99,0.0,1.59,110.0,332.17,294.99,331.8,412.74999999999994,20.0,669.99,467.91999999999996,436.93999999999994
2019-01-28,17.69,13,0.0,617.99,0.0,1.59,110.0,332.17,294.99,331.8,412.74999999999994,20.0,669.99,467.91999999999996
2019-02-04,6.72,13,17.69,0.0,617.99,0.0,1.59,110.0,332.17,294.99,331.8,412.74999999999994,20.0,669.99
2019-02-11,544.7,13,6.72,17.69,0.0,617.99,0.0,1.59,110.0,332.17,294.99,331.8,412.74999999999994,20.0
2019-02-18,28.990000000000002,13,544.7,6.72,17.69,0.0,617.99,0.0,1.59,110.0,332.17,294.99,331.8,412.74999999999994
2019-02-25,18.39,13,28.990000000000002,544.7,6.72,17.69,0.0,617.99,0.0,1.59,110.0,332.17,294.99,331.8
2019-03-04,8.4,13,18.39,28.990000000000002,544.7,6.72,17.69,0.0,617.99,0.0,1.59,110.0,332.17,294.99
2019-03-11,452.15,13,8.4,18.39,28.990000000000002,544.7,6.72,17.69,0.0,617.99,0.0,1.59,110.0,332.17
2019-03-18,200.0,13,452.15,8.4,18.39,28.990000000000002,544.7,6.72,17.69,0.0,617.99,0.0,1.59,110.0
2019-03-25,17.51,13,200.0,452.15,8.4,18.39,28.990000000000002,544.7,6.72,17.69,0.0,617.99,0.0,1.59
2019-04-01,350.0,13,17.51,200.0,452.15,8.4,18.39,28.990000000000002,544.7,6.72,17.69,0.0,617.99,0.0
2019-04-08,307.14,13,350.0,17.51,200.0,452.15,8.4,18.39,28.990000000000002,544.7,6.72,17.69,0.0,617.99
2019-04-15,811.84,13,307.14,350.0,17.51,200.0,452.15,8.4,18.39,28.990000000000002,544.7,6.72,17.69,0.0
2019-04-22,0.0,13,811.84,307.14,350.0,17.51,200.0,452.15,8.4,18.39,28.990000000000002,544.7,6.72,17.69
2019-04-29,51.510000000000005,13,0.0,811.84,307.14,350.0,17.51,200.0,452.15,8.4,18.39,28.990000000000002,544.7,6.72
2019-05-06,46.3,13,51.510000000000005,0.0,811.84,307.14,350.0,17.51,200.0,452.15,8.4,18.39,28.990000000000002,544.7
2019-05-13,190.0,13,46.3,51.510000000000005,0.0,811.84,307.14,350.0,17.51,200.0,452.15,8.4,18.39,28.990000000000002
2019-05-20,144.46,13,190.0,46.3,51.510000000000005,0.0,811.84,307.14,350.0,17.51,200.0,452.15,8.4,18.39
2019-05-27,350.99,13,144.46,190.0,46.3,51.510000000000005,0.0,811.84,307.14,350.0,17.51,200.0,452.15,8.4
2019-06-03,0.0,13,350.99,144.46,190.0,46.3,51.510000000000005,0.0,811.84,307.14,350.0,17.51,200.0,452.15
2019-06-10,1284.5900000000001,13,0.0,350.99,144.46,190.0,46.3,51.510000000000005,0.0,811.84,307.14,350.0,17.51,200.0
2019-06-17,384.46000000000004,13,1284.5900000000001,0.0,350.99,144.46,190.0,46.3,51.510000000000005,0.0,811.84,307.14,350.0,17.51
2019-06-24,19.99,13,384.46000000000004,1284.5900000000001,0.0,350.99,144.46,190.0,46.3,51.510000000000005,0.0,811.84,307.14,350.0
2019-07-01,107.78,13,19.99,384.46000000000004,1284.5900000000001,0.0,350.99,144.46,190.0,46.3,51.510000000000005,0.0,811.84,307.14
2019-07-08,139.28,13,107.78,19.99,384.46000000000004,1284.5900000000001,0.0,350.99,144.46,190.0,46.3,51.510000000000005,0.0,811.84
2019-07-15,43.01,13,139.28,107.78,19.99,384.46000000000004,1284.5900000000001,0.0,350.99,144.46,190.0,46.3,51.510000000000005,0.0
2019-07-22,50.0,13,43.01,139.28,107.78,19.99,384.46000000000004,1284.5900000000001,0.0,350.99,144.46,190.0,46.3,51.510000000000005
2019-07-29,220.42,13,50.0,43.01,139.28,107.78,19.99,384.46000000000004,1284.5900000000001,0.0,350.99,144.46,190.0,46.3
2019-08-05,180.12,13,220.42,50.0,43.01,139.28,107.78,19.99,384.46000000000004,1284.5900000000001,0.0,350.99,144.46,190.0
2019-08-12,300.0,13,180.12,220.42,50.0,43.01,139.28,107.78,19.99,384.46000000000004,1284.5900000000001,0.0,350.99,144.46
2019-08-19,25.11,13,300.0,180.12,220.42,50.0,43.01,139.28,107.78,19.99,384.46000000000004,1284.5900000000001,0.0,350.99
2019-08-26,264.78999999999996,13,25.11,300.0,180.12,220.42,50.0,43.01,139.28,107.78,19.99,384.46000000000004,1284.5900000000001,0.0
2019-09-02,50.0,13,264.78999999999996,25.11,300.0,180.12,220.42,50.0,43.01,139.28,107.78,19.99,384.46000000000004,1284.5900000000001
2019-09-09,533.24,13,50.0,264.78999999999996,25.11,300.0,180.12,220.42,50.0,43.01,139.28,107.78,19.99,384.46000000000004
2019-09-16,444.99,13,533.24,50.0,264.78999999999996,25.11,300.0,180.12,220.42,50.0,43.01,139.28,107.78,19.99
2019-09-23,170.0,13,444.99,533.24,50.0,264.78999999999996,25.11,300.0,180.12,220.42,50.0,43.01,139.28,107.78
2019-09-30,61.72,13,170.0,444.99,533.24,50.0,264.78999999999996,25.11,300.0,180.12,220.42,50.0,43.01,139.28
2019-10-07,60.12,13,61.72,170.0,444.99,533.24,50.0,264.78999999999996,25.11,300.0,180.12,220.42,50.0,43.01
2019-10-14,84.00999999999999,13,60.12,61.72,170.0,444.99,533.24,50.0,264.78999999999996,25.11,300.0,180.12,220.42,50.0
2019-10-21,0.0,13,84.00999999999999,60.12,61.72,170.0,444.99,533.24,50.0,264.78999999999996,25.11,300.0,180.12,220.42
2019-10-28,45.62,13,0.0,84.00999999999999,60.12,61.72,170.0,444.99,533.24,50.0,264.78999999999996,25.11,300.0,180.12
2019-11-04,7.14,13,45.62,0.0,84.00999999999999,60.12,61.72,170.0,444.99,533.24,50.0,264.78999999999996,25.11,300.0
2019-11-11,248.4,13,7.14,45.62,0.0,84.00999999999999,60.12,61.72,170.0,444.99,533.24,50.0,264.78999999999996,25.11
2019-11-18,150.0,13,248.4,7.14,45.62,0.0,84.00999999999999,60.12,61.72,170.0,444.99,533.24,50.0,264.78999999999996
2019-11-25,1.51,13,150.0,248.4,7.14,45.62,0.0,84.00999999999999,60.12,61.72,170.0,444.99,533.24,50.0
2019-12-02,0.0,13,1.51,150.0,248.4,7.14,45.62,0.0,84.00999999999999,60.12,61.72,170.0,444.99,533.24
2019-12-09,9.24,13,0.0,1.51,150.0,248.4,7.14,45.62,0.0,84.00999999999999,60.12,61.72,170.0,444.99
2019-12-16,766.56,13,9.24,0.0,1.51,150.0,248.4,7.14,45.62,0.0,84.00999999999999,60.12,61.72,170.0
2019-08-19,40.0,14,14.83,5000.0,0.0,0.0,14.83,8.0,8000.0,37.5,0.0,5014.83,0.0,0.0
2019-08-26,0.0,14,40.0,14.83,5000.0,0.0,0.0,14.83,8.0,8000.0,37.5,0.0,5014.83,0.0
2019-09-02,0.0,14,0.0,40.0,14.83,5000.0,0.0,0.0,14.83,8.0,8000.0,37.5,0.0,5014.83
2019-09-09,14.83,14,0.0,0.0,40.0,14.83,5000.0,0.0,0.0,14.83,8.0,8000.0,37.5,0.0
2019-09-16,0.0,14,14.83,0.0,0.0,40.0,14.83,5000.0,0.0,0.0,14.83,8.0,8000.0,37.5
2018-05-14,3353.0,15,227.0,0.0,2000.0,493.8,2315.0,0.0,2220.0,10.8,0.0,0.0,0.0,10.8
2018-05-21,10.8,15,3353.0,227.0,0.0,2000.0,493.8,2315.0,0.0,2220.0,10.8,0.0,0.0,0.0
2018-05-28,2000.0,15,10.8,3353.0,227.0,0.0,2000.0,493.8,2315.0,0.0,2220.0,10.8,0.0,0.0
2018-06-04,1760.0,15,2000.0,10.8,3353.0,227.0,0.0,2000.0,493.8,2315.0,0.0,2220.0,10.8,0.0
2018-06-11,3783.61,15,1760.0,2000.0,10.8,3353.0,227.0,0.0,2000.0,493.8,2315.0,0.0,2220.0,10.8
2018-06-18,610.8,15,3783.61,1760.0,2000.0,10.8,3353.0,227.0,0.0,2000.0,493.8,2315.0,0.0,2220.0
2018-06-25,1600.0,15,610.8,3783.61,1760.0,2000.0,10.8,3353.0,227.0,0.0,2000.0,493.8,2315.0,0.0
2018-07-02,2688.0,15,1600.0,610.8,3783.61,1760.0,2000.0,10.8,3353.0,227.0,0.0,2000.0,493.8,2315.0
2018-07-09,0.01,15,2688.0,1600.0,610.8,3783.61,1760.0,2000.0,10.8,3353.0,227.0,0.0,2000.0,493.8
2018-07-16,3025.7,15,0.01,2688.0,1600.0,610.8,3783.61,1760.0,2000.0,10.8,3353.0,227.0,0.0,2000.0
2018-07-23,10029.36,15,3025.7,0.01,2688.0,1600.0,610.8,3783.61,1760.0,2000.0,10.8,3353.0,227.0,0.0
2018-07-30,218.07999999999998,15,10029.36,3025.7,0.01,2688.0,1600.0,610.8,3783.61,1760.0,2000.0,10.8,3353.0,227.0
2018-08-06,954.7,15,218.07999999999998,10029.36,3025.7,0.01,2688.0,1600.0,610.8,3783.61,1760.0,2000.0,10.8,3353.0
2018-08-13,3452.19,15,954.7,218.07999999999998,10029.36,3025.7,0.01,2688.0,1600.0,610.8,3783.61,1760.0,2000.0,10.8
2018-08-20,1481.5500000000002,15,3452.19,954.7,218.07999999999998,10029.36,3025.7,0.01,2688.0,1600.0,610.8,3783.61,1760.0,2000.0
2018-08-27,2144.1800000000003,15,1481.5500000000002,3452.19,954.7,218.07999999999998,10029.36,3025.7,0.01,2688.0,1600.0,610.8,3783.61,1760.0
2018-09-03,1053.57,15,2144.1800000000003,1481.5500000000002,3452.19,954.7,218.07999999999998,10029.36,3025.7,0.01,2688.0,1600.0,610.8,3783.61
2018-09-10,17.36,15,1053.57,2144.1800000000003,1481.5500000000002,3452.19,954.7,218.07999999999998,10029.36,3025.7,0.01,2688.0,1600.0,610.8
2018-09-17,6548.400000000001,15,17.36,1053.57,2144.1800000000003,1481.5500000000002,3452.19,954.7,218.07999999999998,10029.36,3025.7,0.01,2688.0,1600.0
2018-09-24,1565.0,15,6548.400000000001,17.36,1053.57,2144.1800000000003,1481.5500000000002,3452.19,954.7,218.07999999999998,10029.36,3025.7,0.01,2688.0
2018-10-01,2815.7000000000003,15,1565.0,6548.400000000001,17.36,1053.57,2144.1800000000003,1481.5500000000002,3452.19,954.7,218.07999999999998,10029.36,3025.7,0.01
2018-10-08,72.76,15,2815.7000000000003,1565.0,6548.400000000001,17.36,1053.57,2144.1800000000003,1481.5500000000002,3452.19,954.7,218.07999999999998,10029.36,3025.7
2018-10-15,5534.0,15,72.76,2815.7000000000003,1565.0,6548.400000000001,17.36,1053.57,2144.1800000000003,1481.5500000000002,3452.19,954.7,218.07999999999998,10029.36
2018-10-22,4300.0,15,5534.0,72.76,2815.7000000000003,1565.0,6548.400000000001,17.36,1053.57,2144.1800000000003,1481.5500000000002,3452.19,954.7,218.07999999999998
2018-10-29,6564.28,15,4300.0,5534.0,72.76,2815.7000000000003,1565.0,6548.400000000001,17.36,1053.57,2144.1800000000003,1481.5500000000002,3452.19,954.7
2018-11-05,2395.87,15,6564.28,4300.0,5534.0,72.76,2815.7000000000003,1565.0,6548.400000000001,17.36,1053.57,2144.1800000000003,1481.5500000000002,3452.19
2018-11-12,6899.6,15,2395.87,6564.28,4300.0,5534.0,72.76,2815.7000000000003,1565.0,6548.400000000001,17.36,1053.57,2144.1800000000003,1481.5500000000002
2018-11-19,13.200000000000001,15,6899.6,2395.87,6564.28,4300.0,5534.0,72.76,2815.7000000000003,1565.0,6548.400000000001,17.36,1053.57,2144.1800000000003
2018-11-26,0.0,15,13.200000000000001,6899.6,2395.87,6564.28,4300.0,5534.0,72.76,2815.7000000000003,1565.0,6548.400000000001,17.36,1053.57
2018-12-03,773.4,15,0.0,13.200000000000001,6899.6,2395.87,6564.28,4300.0,5534.0,72.76,2815.7000000000003,1565.0,6548.400000000001,17.36
2018-12-10,116.92,15,773.4,0.0,13.200000000000001,6899.6,2395.87,6564.28,4300.0,5534.0,72.76,2815.7000000000003,1565.0,6548.400000000001
2018-12-17,4078.1999999999994,15,116.92,773.4,0.0,13.200000000000001,6899.6,2395.87,6564.28,4300.0,5534.0,72.76,2815.7000000000003,1565.0
2018-12-24,3602.9799999999996,15,4078.1999999999994,116.92,773.4,0.0,13.200000000000001,6899.6,2395.87,6564.28,4300.0,5534.0,72.76,2815.7000000000003
2018-12-31,255.11000000000004,15,3602.9799999999996,4078.1999999999994,116.92,773.4,0.0,13.200000000000001,6899.6,2395.87,6564.28,4300.0,5534.0,72.76
2019-01-07,3143.9599999999996,15,255.11000000000004,3602.9799999999996,4078.1999999999994,116.92,773.4,0.0,13.200000000000001,6899.6,2395.87,6564.28,4300.0,5534.0
2019-01-14,6739.190000000001,15,3143.9599999999996,255.11000000000004,3602.9799999999996,4078.1999999999994,116.92,773.4,0.0,13.200000000000001,6899.6,2395.87,6564.28,4300.0
2019-01-21,3893.0,15,6739.190000000001,3143.9599999999996,255.11000000000004,3602.9799999999996,4078.1999999999994,116.92,773.4,0.0,13.200000000000001,6899.6,2395.87,6564.28
2019-01-28,95.46,15,3893.0,6739.190000000001,3143.9599999999996,255.11000000000004,3602.9799999999996,4078.1999999999994,116.92,773.4,0.0,13.200000000000001,6899.6,2395.87
2019-02-04,3508.1099999999997,15,95.46,3893.0,6739.190000000001,3143.9599999999996,255.11000000000004,3602.9799999999996,4078.1999999999994,116.92,773.4,0.0,13.200000000000001,6899.6
2019-02-11,3979.66,15,3508.1099999999997,95.46,3893.0,6739.190000000001,3143.9599999999996,255.11000000000004,3602.9799999999996,4078.1999999999994,116.92,773.4,0.0,13.200000000000001
2019-02-18,3682.0,15,3979.66,3508.1099999999997,95.46,3893.0,6739.190000000001,3143.9599999999996,255.11000000000004,3602.9799999999996,4078.1999999999994,116.92,773.4,0.0
2019-02-25,3427.8799999999997,15,3682.0,3979.66,3508.1099999999997,95.46,3893.0,6739.190000000001,3143.9599999999996,255.11000000000004,3602.9799999999996,4078.1999999999994,116.92,773.4
2019-03-04,384.24,15,3427.8799999999997,3682.0,3979.66,3508.1099999999997,95.46,3893.0,6739.190000000001,3143.9599999999996,255.11000000000004,3602.9799999999996,4078.1999999999994,116.92
2019-03-11,5879.360000000001,15,384.24,3427.8799999999997,3682.0,3979.66,3508.1099999999997,95.46,3893.0,6739.190000000001,3143.9599999999996,255.11000000000004,3602.9799999999996,4078.1999999999994
2019-03-18,5975.95,15,5879.360000000001,384.24,3427.8799999999997,3682.0,3979.66,3508.1099999999997,95.46,3893.0,6739.190000000001,3143.9599999999996,255.11000000000004,3602.9799999999996
2019-03-25,230.67000000000002,15,5975.95,5879.360000000001,384.24,3427.8799999999997,3682.0,3979.66,3508.1099999999997,95.46,3893.0,6739.190000000001,3143.9599999999996,255.11000000000004
2019-04-01,1700.7499999999998,15,230.67000000000002,5975.95,5879.360000000001,384.24,3427.8799999999997,3682.0,3979.66,3508.1099999999997,95.46,3893.0,6739.190000000001,3143.9599999999996
2019-04-08,5751.01,15,1700.7499999999998,230.67000000000002,5975.95,5879.360000000001,384.24,3427.8799999999997,3682.0,3979.66,3508.1099999999997,95.46,3893.0,6739.190000000001
2019-04-15,4765.940000000002,15,5751.01,1700.7499999999998,230.67000000000002,5975.95,5879.360000000001,384.24,3427.8799999999997,3682.0,3979.66,3508.1099999999997,95.46,3893.0
2019-04-22,3887.95,15,4765.940000000002,5751.01,1700.7499999999998,230.67000000000002,5975.95,5879.360000000001,384.24,3427.8799999999997,3682.0,3979.66,3508.1099999999997,95.46
2019-04-29,2374.81,15,3887.95,4765.940000000002,5751.01,1700.7499999999998,230.67000000000002,5975.95,5879.360000000001,384.24,3427.8799999999997,3682.0,3979.66,3508.1099999999997
2019-05-06,8598.73,15,2374.81,3887.95,4765.940000000002,5751.01,1700.7499999999998,230.67000000000002,5975.95,5879.360000000001,384.24,3427.8799999999997,3682.0,3979.66
2019-05-13,7322.890000000002,15,8598.73,2374.81,3887.95,4765.940000000002,5751.01,1700.7499999999998,230.67000000000002,5975.95,5879.360000000001,384.24,3427.8799999999997,3682.0
2019-05-20,3656.51,15,7322.890000000002,8598.73,2374.81,3887.95,4765.940000000002,5751.01,1700.7499999999998,230.67000000000002,5975.95,5879.360000000001,384.24,3427.8799999999997
2019-05-27,4068.4799999999996,15,3656.51,7322.890000000002,8598.73,2374.81,3887.95,4765.940000000002,5751.01,1700.7499999999998,230.67000000000002,5975.95,5879.360000000001,384.24
2019-06-03,253.21999999999997,15,4068.4799999999996,3656.51,7322.890000000002,8598.73,2374.81,3887.95,4765.940000000002,5751.01,1700.7499999999998,230.67000000000002,5975.95,5879.360000000001
2019-06-10,6586.680000000001,15,253.21999999999997,4068.4799999999996,3656.51,7322.890000000002,8598.73,2374.81,3887.95,4765.940000000002,5751.01,1700.7499999999998,230.67000000000002,5975.95
2019-06-17,5152.9400000000005,15,6586.680000000001,253.21999999999997,4068.4799999999996,3656.51,7322.890000000002,8598.73,2374.81,3887.95,4765.940000000002,5751.01,1700.7499999999998,230.67000000000002
2019-06-24,1832.24,15,5152.9400000000005,6586.680000000001,253.21999999999997,4068.4799999999996,3656.51,7322.890000000002,8598.73,2374.81,3887.95,4765.940000000002,5751.01,1700.7499999999998
2019-07-01,133.70999999999998,15,1832.24,5152.9400000000005,6586.680000000001,253.21999999999997,4068.4799999999996,3656.51,7322.890000000002,8598.73,2374.81,3887.95,4765.940000000002,5751.01
2019-07-08,207.92000000000002,15,133.70999999999998,1832.24,5152.9400000000005,6586.680000000001,253.21999999999997,4068.4799999999996,3656.51,7322.890000000002,8598.73,2374.81,3887.95,4765.940000000002
2019-07-15,7826.34,15,207.92000000000002,133.70999999999998,1832.24,5152.9400000000005,6586.680000000001,253.21999999999997,4068.4799999999996,3656.51,7322.890000000002,8598.73,2374.81,3887.95
2019-07-22,2288.32,15,7826.34,207.92000000000002,133.70999999999998,1832.24,5152.9400000000005,6586.680000000001,253.21999999999997,4068.4799999999996,3656.51,7322.890000000002,8598.73,2374.81
2019-07-29,248.39000000000001,15,2288.32,7826.34,207.92000000000002,133.70999999999998,1832.24,5152.9400000000005,6586.680000000001,253.21999999999997,4068.4799999999996,3656.51,7322.890000000002,8598.73
2019-08-05,937.87,15,248.39000000000001,2288.32,7826.34,207.92000000000002,133.70999999999998,1832.24,5152.9400000000005,6586.680000000001,253.21999999999997,4068.4799999999996,3656.51,7322.890000000002
2019-08-12,4602.740000000001,15,937.87,248.39000000000001,2288.32,7826.34,207.92000000000002,133.70999999999998,1832.24,5152.9400000000005,6586.680000000001,253.21999999999997,4068.4799999999996,3656.51
2019-08-19,4727.7,15,4602.740000000001,937.87,248.39000000000001,2288.32,7826.34,207.92000000000002,133.70999999999998,1832.24,5152.9400000000005,6586.680000000001,253.21999999999997,4068.4799999999996
2019-08-26,635.39,15,4727.7,4602.740000000001,937.87,248.39000000000001,2288.32,7826.34,207.92000000000002,133.70999999999998,1832.24,5152.9400000000005,6586.680000000001,253.21999999999997
2019-09-02,1327.8899999999999,15,635.39,4727.7,4602.740000000001,937.87,248.39000000000001,2288.32,7826.34,207.92000000000002,133.70999999999998,1832.24,5152.9400000000005,6586.680000000001
2019-09-09,1507.9099999999999,15,1327.8899999999999,635.39,4727.7,4602.740000000001,937.87,248.39000000000001,2288.32,7826.34,207.92000000000002,133.70999999999998,1832.24,5152.9400000000005
2019-09-16,1191.3000000000002,15,1507.9099999999999,1327.8899999999999,635.39,4727.7,4602.740000000001,937.87,248.39000000000001,2288.32,7826.34,207.92000000000002,133.70999999999998,1832.24
2019-09-23,10945.99,15,1191.3000000000002,1507.9099999999999,1327.8899999999999,635.39,4727.7,4602.740000000001,937.87,248.39000000000001,2288.32,7826.34,207.92000000000002,133.70999999999998
2019-09-30,508.73,15,10945.99,1191.3000000000002,1507.9099999999999,1327.8899999999999,635.39,4727.7,4602.740000000001,937.87,248.39000000000001,2288.32,7826.34,207.92000000000002
2019-10-07,4563.86,15,508.73,10945.99,1191.3000000000002,1507.9099999999999,1327.8899999999999,635.39,4727.7,4602.740000000001,937.87,248.39000000000001,2288.32,7826.34
2019-10-14,1287.9599999999996,15,4563.86,508.73,10945.99,1191.3000000000002,1507.9099999999999,1327.8899999999999,635.39,4727.7,4602.740000000001,937.87,248.39000000000001,2288.32
2019-10-21,7918.33,15,1287.9599999999996,4563.86,508.73,10945.99,1191.3000000000002,1507.9099999999999,1327.8899999999999,635.39,4727.7,4602.740000000001,937.87,248.39000000000001
2019-10-28,263.1,15,7918.33,1287.9599999999996,4563.86,508.73,10945.99,1191.3000000000002,1507.9099999999999,1327.8899999999999,635.39,4727.7,4602.740000000001,937.87
2019-11-04,2225.96,15,263.1,7918.33,1287.9599999999996,4563.86,508.73,10945.99,1191.3000000000002,1507.9099999999999,1327.8899999999999,635.39,4727.7,4602.740000000001
2019-11-11,76.6,15,2225.96,263.1,7918.33,1287.9599999999996,4563.86,508.73,10945.99,1191.3000000000002,1507.9099999999999,1327.8899999999999,635.39,4727.7
2019-11-18,7558.58,15,76.6,2225.96,263.1,7918.33,1287.9599999999996,4563.86,508.73,10945.99,1191.3000000000002,1507.9099999999999,1327.8899999999999,635.39
2019-11-25,1.99,15,7558.58,76.6,2225.96,263.1,7918.33,1287.9599999999996,4563.86,508.73,10945.99,1191.3000000000002,1507.9099999999999,1327.8899999999999
2019-12-02,8576.07,15,1.99,7558.58,76.6,2225.96,263.1,7918.33,1287.9599999999996,4563.86,508.73,10945.99,1191.3000000000002,1507.9099999999999
2019-12-09,130.91,15,8576.07,1.99,7558.58,76.6,2225.96,263.1,7918.33,1287.9599999999996,4563.86,508.73,10945.99,1191.3000000000002
2019-12-16,25.79,15,130.91,8576.07,1.99,7558.58,76.6,2225.96,263.1,7918.33,1287.9599999999996,4563.86,508.73,10945.99
2019-12-23,1269.75,15,25.79,130.91,8576.07,1.99,7558.58,76.6,2225.96,263.1,7918.33,1287.9599999999996,4563.86,508.73
2019-12-30,3766.5,15,1269.75,25.79,130.91,8576.07,1.99,7558.58,76.6,2225.96,263.1,7918.33,1287.9599999999996,4563.86
2020-01-06,4209.7,15,3766.5,1269.75,25.79,130.91,8576.07,1.99,7558.58,76.6,2225.96,263.1,7918.33,1287.9599999999996
2020-01-13,3315.2799999999993,15,4209.7,3766.5,1269.75,25.79,130.91,8576.07,1.99,7558.58,76.6,2225.96,263.1,7918.33
2020-01-20,426.39,15,3315.2799999999993,4209.7,3766.5,1269.75,25.79,130.91,8576.07,1.99,7558.58,76.6,2225.96,263.1
